EquipID,System,EquipType,Point Name,Descriptor,Function,Point Type,Engineering Units,Slope,Intercept,Sensor Type,COV Trend,Collection,Panel Samples,PC Samples,COV Limit,Trend Interval 1,Collection 1,Panel Samples 1,PC Days 1,Trend Interval 2,Collection 2,Panel Samples 2,PC Days 2,Trend Interval 3,Collection 3,Panel Samples 3,PC Days 3,Trend Interval 4,Collection 4,Panel Samples 4,PC Days 4,EquipRef,Display Mode,BLN Type,BLN Sys Name,Node Identifer,Device Sys Name,BACnet Object type,BACnet Object Instance,BACnet Object Name,BACnet Device Instance,Address Type DHCP?,IP address,UDP port,BACnet network,MSTP Address,MSTP network,Apogee Pt type,Virtual,IP Port,Insight Node Number,FLN Device Sys Name,LocalRef,AppInstanceID,Medium,Memo
vav.245,Air Distribution,VAV Box,BSHC.VAV.245:CHK OUT,,,LDO,""" """,,,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,4,4194303,BSHC.VAV.245:CHK OUT,1770146,Static,10.27.72.11,47808,1,BACD:46,17701,LDO,NO,5033,100000,BSHC.VAV.245,,,,
vav.245,Air Distribution,VAV Box,BSHC.VAV.245:CHK STATUS,,,LAO,""" """,1,0,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,1,4194303,BSHC.VAV.245:CHK STATUS,1770146,Static,10.27.72.11,47808,1,BACD:46,17701,LAO,NO,5033,100000,BSHC.VAV.245,,,,
vav.245,Air Distribution,VAV Box,BSHC.VAV.245:CLG MAX,,,LAO,ft3/m,1,0,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,1,4194303,BSHC.VAV.245:CLG MAX,1770146,Static,10.27.72.11,47808,1,BACD:46,17701,LAO,NO,5033,100000,BSHC.VAV.245,,,,
vav.245,Air Distribution,VAV Box,BSHC.VAV.245:CLG MIN,,,LAO,ft3/m,1,0,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,1,4194303,BSHC.VAV.245:CLG MIN,1770146,Static,10.27.72.11,47808,1,BACD:46,17701,LAO,NO,5033,100000,BSHC.VAV.245,,,,
vav.245,Air Distribution,VAV Box,BSHC.VAV.245:CLG LOOPOUT,,,LAO,PCT,1,0,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,1,4194303,BSHC.VAV.245:CLG LOOPOUT,1770146,Static,10.27.72.11,47808,1,BACD:46,17701,LAO,NO,5033,100000,BSHC.VAV.245,,,,
vav.245,Air Distribution,VAV Box,BSHC.VAV.245:CTL MAX,,,LAO,ft3/m,1,0,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,1,4194303,BSHC.VAV.245:CTL MAX,1770146,Static,10.27.72.11,47808,1,BACD:46,17701,LAO,NO,5033,100000,BSHC.VAV.245,,,,
vav.245,Air Distribution,VAV Box,BSHC.VAV.245:CTL STPT,,,LAO,DEG F,1,0,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,1,4194303,BSHC.VAV.245:CTL STPT,1770146,Static,10.27.72.11,47808,1,BACD:46,17701,LAO,NO,5033,100000,BSHC.VAV.245,,,,
vav.245,Air Distribution,VAV Box,BSHC.VAV.245:CTL TEMP,,,LAO,DEG F,1,0,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,1,4194303,BSHC.VAV.245:CTL TEMP,1770146,Static,10.27.72.11,47808,1,BACD:46,17701,LAO,NO,5033,100000,BSHC.VAV.245,,,,
vav.245,Air Distribution,VAV Box,BSHC.VAV.245:CTLR ADDRESS,,,LAO,""" """,1,0,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,1,4194303,BSHC.VAV.245:CTLR ADDRESS,1770146,Static,10.27.72.11,47808,1,BACD:46,17701,LAO,NO,5033,100000,BSHC.VAV.245,,,,
vav.245,Air Distribution,VAV Box,BSHC.VAV.245:DAY.NGT,,,LDO,""" """,,,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,4,4194303,BSHC.VAV.245:DAY.NGT,1770146,Static,10.27.72.11,47808,1,BACD:46,17701,LDO,NO,5033,100000,BSHC.VAV.245,,,,
vav.245,Air Distribution,VAV Box,BSHC.VAV.245:DI 2,,,LDI,""" """,,,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,3,4194303,BSHC.VAV.245:DI 2,1770146,Static,10.27.72.11,47808,1,BACD:46,17701,LDI,NO,5033,100000,BSHC.VAV.245,,,,
vav.245,Air Distribution,VAV Box,BSHC.VAV.245:DI 3,,,LDI,""" """,,,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,3,4194303,BSHC.VAV.245:DI 3,1770146,Static,10.27.72.11,47808,1,BACD:46,17701,LDI,NO,5033,100000,BSHC.VAV.245,,,,
vav.245,Air Distribution,VAV Box,BSHC.VAV.245:DMPR COMD,,Terminal Unit Damper Command,LAO,PCT,1,0,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,1,4194303,BSHC.VAV.245:DMPR COMD,1770146,Static,10.27.72.11,47808,1,BACD:46,17701,LAO,NO,5033,100000,BSHC.VAV.245,,,VAV Box Damper Command,
vav.245,Air Distribution,VAV Box,BSHC.VAV.245:DMPR POS,,,LAO,PCT,1,0,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,1,4194303,BSHC.VAV.245:DMPR POS,1770146,Static,10.27.72.11,47808,1,BACD:46,17701,LAO,NO,5033,100000,BSHC.VAV.245,,,,
vav.245,Air Distribution,VAV Box,BSHC.VAV.245:DO 5,,,LDO,""" """,,,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,4,4194303,BSHC.VAV.245:DO 5,1770146,Static,10.27.72.11,47808,1,BACD:46,17701,LDO,NO,5033,100000,BSHC.VAV.245,,,,
vav.245,Air Distribution,VAV Box,BSHC.VAV.245:DUCT AREA,,,LAO,ft2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,1,4194303,BSHC.VAV.245:DUCT AREA,1770146,Static,10.27.72.11,47808,1,BACD:46,17701,LAO,NO,5033,100000,BSHC.VAV.245,,,,
vav.245,Air Distribution,VAV Box,BSHC.VAV.245:FLOW COEFF,,,LAO,""" """,1,0,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,1,4194303,BSHC.VAV.245:FLOW COEFF,1770146,Static,10.27.72.11,47808,1,BACD:46,17701,LAO,NO,5033,100000,BSHC.VAV.245,,,,
vav.245,Air Distribution,VAV Box,BSHC.VAV.245:FLOW STPT,,,LAO,PCT,1,0,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,1,4194303,BSHC.VAV.245:FLOW STPT,1770146,Static,10.27.72.11,47808,1,BACD:46,17701,LAO,NO,5033,100000,BSHC.VAV.245,,,,
vav.245,Air Distribution,VAV Box,BSHC.VAV.245:HEAT.COOL,,,LDO,""" """,,,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,4,4194303,BSHC.VAV.245:HEAT.COOL,1770146,Static,10.27.72.11,47808,1,BACD:46,17701,LDO,NO,5033,100000,BSHC.VAV.245,,,,
vav.245,Air Distribution,VAV Box,BSHC.VAV.245:HTG MAX,,,LAO,ft3/m,1,0,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,1,4194303,BSHC.VAV.245:HTG MAX,1770146,Static,10.27.72.11,47808,1,BACD:46,17701,LAO,NO,5033,100000,BSHC.VAV.245,,,,
vav.245,Air Distribution,VAV Box,BSHC.VAV.245:HTG MIN,,,LAO,ft3/m,1,0,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,1,4194303,BSHC.VAV.245:HTG MIN,1770146,Static,10.27.72.11,47808,1,BACD:46,17701,LAO,NO,5033,100000,BSHC.VAV.245,,,,
vav.245,Air Distribution,VAV Box,BSHC.VAV.245:HTG LOOPOUT,,,LAO,PCT,1,0,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,1,4194303,BSHC.VAV.245:HTG LOOPOUT,1770146,Static,10.27.72.11,47808,1,BACD:46,17701,LAO,NO,5033,100000,BSHC.VAV.245,,,,
vav.245,Air Distribution,VAV Box,BSHC.VAV.245:MTR SETUP,,,LAO,""" """,1,0,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,1,4194303,BSHC.VAV.245:MTR SETUP,1770146,Static,10.27.72.11,47808,1,BACD:46,17701,LAO,NO,5033,100000,BSHC.VAV.245,,,,
vav.245,Air Distribution,VAV Box,BSHC.VAV.245:NGT OVRD,,,LDO,""" """,,,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,4,4194303,BSHC.VAV.245:NGT OVRD,1770146,Static,10.27.72.11,47808,1,BACD:46,17701,LDO,NO,5033,100000,BSHC.VAV.245,,,,
vav.245,Air Distribution,VAV Box,BSHC.VAV.245:RM STPT DIAL,,,LAI,DEG F,1,0,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,0,4194303,BSHC.VAV.245:RM STPT DIAL,1770146,Static,10.27.72.11,47808,1,BACD:46,17701,LAI,NO,5033,100000,BSHC.VAV.245,,,,
vav.245,Air Distribution,VAV Box,BSHC.VAV.245:RM STPT MAX,,,LAO,DEG F,1,0,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,1,4194303,BSHC.VAV.245:RM STPT MAX,1770146,Static,10.27.72.11,47808,1,BACD:46,17701,LAO,NO,5033,100000,BSHC.VAV.245,,,,
vav.245,Air Distribution,VAV Box,BSHC.VAV.245:RM STPT MIN,,,LAO,DEG F,1,0,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,1,4194303,BSHC.VAV.245:RM STPT MIN,1770146,Static,10.27.72.11,47808,1,BACD:46,17701,LAO,NO,5033,100000,BSHC.VAV.245,,,,
vav.245,Air Distribution,VAV Box,BSHC.VAV.245:ROOM TEMP,,,LAI,DEG F,1,0,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,0,4194303,BSHC.VAV.245:ROOM TEMP,1770146,Static,10.27.72.11,47808,1,BACD:46,17701,LAI,NO,5033,100000,BSHC.VAV.245,,,,
vav.245,Air Distribution,VAV Box,BSHC.VAV.245:STPT DIAL,,,LDO,""" """,,,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,4,4194303,BSHC.VAV.245:STPT DIAL,1770146,Static,10.27.72.11,47808,1,BACD:46,17701,LDO,NO,5033,100000,BSHC.VAV.245,,,,
vav.245,Air Distribution,VAV Box,BSHC.VAV.245:VLV1 COMD,,,LAO,PCT,1,0,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,1,4194303,BSHC.VAV.245:VLV1 COMD,1770146,Static,10.27.72.11,47808,1,BACD:46,17701,LAO,NO,5033,100000,BSHC.VAV.245,,,,
vav.245,Air Distribution,VAV Box,BSHC.VAV.245:VLV1 POS,,,LAO,PCT,1,0,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,1,4194303,BSHC.VAV.245:VLV1 POS,1770146,Static,10.27.72.11,47808,1,BACD:46,17701,LAO,NO,5033,100000,BSHC.VAV.245,,,,
vav.253,Air Distribution,VAV Box,BSHC.VAV.253:AIR VOLUME,,Terminal Unit Airflow,LAI,ft3/m,1,0,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,0,4194303,BSHC.VAV.253:AIR VOLUME,1770157,Static,10.27.72.11,47808,1,BACD:57,17701,LAI,NO,5033,100000,BSHC.VAV.253,,,VAV Box Air Volume,
vav.253,Air Distribution,VAV Box,BSHC.VAV.253:AUX TEMP AI3,,,LAI,DEG F,1,0,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,0,4194303,BSHC.VAV.253:AUX TEMP AI3,1770157,Static,10.27.72.11,47808,1,BACD:57,17701,LAI,NO,5033,100000,BSHC.VAV.253,,,,
vav.253,Air Distribution,VAV Box,BSHC.VAV.253:CAL AIR,,,LDO,""" """,,,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,4,4194303,BSHC.VAV.253:CAL AIR,1770157,Static,10.27.72.11,47808,1,BACD:57,17701,LDO,NO,5033,100000,BSHC.VAV.253,,,,
vav.253,Air Distribution,VAV Box,BSHC.VAV.253:CHK OUT,,,LDO,""" """,,,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,4,4194303,BSHC.VAV.253:CHK OUT,1770157,Static,10.27.72.11,47808,1,BACD:57,17701,LDO,NO,5033,100000,BSHC.VAV.253,,,,
vav.253,Air Distribution,VAV Box,BSHC.VAV.253:CHK STATUS,,,LAO,""" """,1,0,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,1,4194303,BSHC.VAV.253:CHK STATUS,1770157,Static,10.27.72.11,47808,1,BACD:57,17701,LAO,NO,5033,100000,BSHC.VAV.253,,,,
vav.253,Air Distribution,VAV Box,BSHC.VAV.253:CLG MAX,,,LAO,ft3/m,1,0,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,1,4194303,BSHC.VAV.253:CLG MAX,1770157,Static,10.27.72.11,47808,1,BACD:57,17701,LAO,NO,5033,100000,BSHC.VAV.253,,,,
vav.253,Air Distribution,VAV Box,BSHC.VAV.253:CLG MIN,,,LAO,ft3/m,1,0,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,1,4194303,BSHC.VAV.253:CLG MIN,1770157,Static,10.27.72.11,47808,1,BACD:57,17701,LAO,NO,5033,100000,BSHC.VAV.253,,,,
vav.253,Air Distribution,VAV Box,BSHC.VAV.253:CLG LOOPOUT,,,LAO,PCT,1,0,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,1,4194303,BSHC.VAV.253:CLG LOOPOUT,1770157,Static,10.27.72.11,47808,1,BACD:57,17701,LAO,NO,5033,100000,BSHC.VAV.253,,,,
vav.253,Air Distribution,VAV Box,BSHC.VAV.253:CTL MAX,,,LAO,ft3/m,1,0,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,1,4194303,BSHC.VAV.253:CTL MAX,1770157,Static,10.27.72.11,47808,1,BACD:57,17701,LAO,NO,5033,100000,BSHC.VAV.253,,,,
vav.253,Air Distribution,VAV Box,BSHC.VAV.253:CTL STPT,,,LAO,DEG F,1,0,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,1,4194303,BSHC.VAV.253:CTL STPT,1770157,Static,10.27.72.11,47808,1,BACD:57,17701,LAO,NO,5033,100000,BSHC.VAV.253,,,,
vav.253,Air Distribution,VAV Box,BSHC.VAV.253:CTL TEMP,,,LAO,DEG F,1,0,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,1,4194303,BSHC.VAV.253:CTL TEMP,1770157,Static,10.27.72.11,47808,1,BACD:57,17701,LAO,NO,5033,100000,BSHC.VAV.253,,,,
vav.253,Air Distribution,VAV Box,BSHC.VAV.253:CTLR ADDRESS,,,LAO,""" """,1,0,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,1,4194303,BSHC.VAV.253:CTLR ADDRESS,1770157,Static,10.27.72.11,47808,1,BACD:57,17701,LAO,NO,5033,100000,BSHC.VAV.253,,,,
vav.253,Air Distribution,VAV Box,BSHC.VAV.253:DAY.NGT,,,LDO,""" """,,,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,4,4194303,BSHC.VAV.253:DAY.NGT,1770157,Static,10.27.72.11,47808,1,BACD:57,17701,LDO,NO,5033,100000,BSHC.VAV.253,,,,
vav.253,Air Distribution,VAV Box,BSHC.VAV.253:DI 2,,,LDI,""" """,,,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,3,4194303,BSHC.VAV.253:DI 2,1770157,Static,10.27.72.11,47808,1,BACD:57,17701,LDI,NO,5033,100000,BSHC.VAV.253,,,,
vav.253,Air Distribution,VAV Box,BSHC.VAV.253:DI 3,,,LDI,""" """,,,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,3,4194303,BSHC.VAV.253:DI 3,1770157,Static,10.27.72.11,47808,1,BACD:57,17701,LDI,NO,5033,100000,BSHC.VAV.253,,,,
vav.253,Air Distribution,VAV Box,BSHC.VAV.253:DMPR COMD,,Terminal Unit Damper Command,LAO,PCT,1,0,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,1,4194303,BSHC.VAV.253:DMPR COMD,1770157,Static,10.27.72.11,47808,1,BACD:57,17701,LAO,NO,5033,100000,BSHC.VAV.253,,,VAV Box Damper Command,
vav.253,Air Distribution,VAV Box,BSHC.VAV.253:DMPR POS,,,LAO,PCT,1,0,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,1,4194303,BSHC.VAV.253:DMPR POS,1770157,Static,10.27.72.11,47808,1,BACD:57,17701,LAO,NO,5033,100000,BSHC.VAV.253,,,,
vav.253,Air Distribution,VAV Box,BSHC.VAV.253:DO 5,,,LDO,""" """,,,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,4,4194303,BSHC.VAV.253:DO 5,1770157,Static,10.27.72.11,47808,1,BACD:57,17701,LDO,NO,5033,100000,BSHC.VAV.253,,,,
vav.253,Air Distribution,VAV Box,BSHC.VAV.253:DUCT AREA,,,LAO,ft2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,1,4194303,BSHC.VAV.253:DUCT AREA,1770157,Static,10.27.72.11,47808,1,BACD:57,17701,LAO,NO,5033,100000,BSHC.VAV.253,,,,
vav.253,Air Distribution,VAV Box,BSHC.VAV.253:FLOW COEFF,,,LAO,""" """,1,0,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,1,4194303,BSHC.VAV.253:FLOW COEFF,1770157,Static,10.27.72.11,47808,1,BACD:57,17701,LAO,NO,5033,100000,BSHC.VAV.253,,,,
vav.253,Air Distribution,VAV Box,BSHC.VAV.253:FLOW STPT,,,LAO,PCT,1,0,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,1,4194303,BSHC.VAV.253:FLOW STPT,1770157,Static,10.27.72.11,47808,1,BACD:57,17701,LAO,NO,5033,100000,BSHC.VAV.253,,,,
vav.253,Air Distribution,VAV Box,BSHC.VAV.253:HEAT.COOL,,,LDO,""" """,,,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,4,4194303,BSHC.VAV.253:HEAT.COOL,1770157,Static,10.27.72.11,47808,1,BACD:57,17701,LDO,NO,5033,100000,BSHC.VAV.253,,,,
vav.253,Air Distribution,VAV Box,BSHC.VAV.253:HTG MAX,,,LAO,ft3/m,1,0,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,1,4194303,BSHC.VAV.253:HTG MAX,1770157,Static,10.27.72.11,47808,1,BACD:57,17701,LAO,NO,5033,100000,BSHC.VAV.253,,,,
vav.253,Air Distribution,VAV Box,BSHC.VAV.253:HTG MIN,,,LAO,ft3/m,1,0,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,1,4194303,BSHC.VAV.253:HTG MIN,1770157,Static,10.27.72.11,47808,1,BACD:57,17701,LAO,NO,5033,100000,BSHC.VAV.253,,,,
vav.253,Air Distribution,VAV Box,BSHC.VAV.253:HTG LOOPOUT,,,LAO,PCT,1,0,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,1,4194303,BSHC.VAV.253:HTG LOOPOUT,1770157,Static,10.27.72.11,47808,1,BACD:57,17701,LAO,NO,5033,100000,BSHC.VAV.253,,,,
vav.253,Air Distribution,VAV Box,BSHC.VAV.253:MTR SETUP,,,LAO,""" """,1,0,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,1,4194303,BSHC.VAV.253:MTR SETUP,1770157,Static,10.27.72.11,47808,1,BACD:57,17701,LAO,NO,5033,100000,BSHC.VAV.253,,,,
vav.253,Air Distribution,VAV Box,BSHC.VAV.253:NGT OVRD,,,LDO,""" """,,,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,4,4194303,BSHC.VAV.253:NGT OVRD,1770157,Static,10.27.72.11,47808,1,BACD:57,17701,LDO,NO,5033,100000,BSHC.VAV.253,,,,
vav.253,Air Distribution,VAV Box,BSHC.VAV.253:RM STPT DIAL,,,LAI,DEG F,1,0,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,0,4194303,BSHC.VAV.253:RM STPT DIAL,1770157,Static,10.27.72.11,47808,1,BACD:57,17701,LAI,NO,5033,100000,BSHC.VAV.253,,,,
vav.253,Air Distribution,VAV Box,BSHC.VAV.253:RM STPT MAX,,,LAO,DEG F,1,0,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,1,4194303,BSHC.VAV.253:RM STPT MAX,1770157,Static,10.27.72.11,47808,1,BACD:57,17701,LAO,NO,5033,100000,BSHC.VAV.253,,,,
vav.253,Air Distribution,VAV Box,BSHC.VAV.253:RM STPT MIN,,,LAO,DEG F,1,0,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,1,4194303,BSHC.VAV.253:RM STPT MIN,1770157,Static,10.27.72.11,47808,1,BACD:57,17701,LAO,NO,5033,100000,BSHC.VAV.253,,,,
vav.253,Air Distribution,VAV Box,BSHC.VAV.253:ROOM TEMP,,,LAI,DEG F,1,0,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,0,4194303,BSHC.VAV.253:ROOM TEMP,1770157,Static,10.27.72.11,47808,1,BACD:57,17701,LAI,NO,5033,100000,BSHC.VAV.253,,,,
vav.253,Air Distribution,VAV Box,BSHC.VAV.253:STPT DIAL,,,LDO,""" """,,,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,4,4194303,BSHC.VAV.253:STPT DIAL,1770157,Static,10.27.72.11,47808,1,BACD:57,17701,LDO,NO,5033,100000,BSHC.VAV.253,,,,
vav.253,Air Distribution,VAV Box,BSHC.VAV.253:VLV1 COMD,,,LAO,PCT,1,0,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,1,4194303,BSHC.VAV.253:VLV1 COMD,1770157,Static,10.27.72.11,47808,1,BACD:57,17701,LAO,NO,5033,100000,BSHC.VAV.253,,,,
vav.253,Air Distribution,VAV Box,BSHC.VAV.253:VLV1 POS,,,LAO,PCT,1,0,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,1,4194303,BSHC.VAV.253:VLV1 POS,1770157,Static,10.27.72.11,47808,1,BACD:57,17701,LAO,NO,5033,100000,BSHC.VAV.253,,,,
vav.254,Air Distribution,VAV Box,BSHC.VAV.254:AIR VOLUME,,Terminal Unit Airflow,LAI,ft3/m,1,0,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,0,4194303,BSHC.VAV.254:AIR VOLUME,1770150,Static,10.27.72.11,47808,1,BACD:50,17701,LAI,NO,5033,100000,BSHC.VAV.254,,,VAV Box Air Volume,
vav.254,Air Distribution,VAV Box,BSHC.VAV.254:AUX TEMP AI3,,,LAI,DEG F,1,0,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,0,4194303,BSHC.VAV.254:AUX TEMP AI3,1770150,Static,10.27.72.11,47808,1,BACD:50,17701,LAI,NO,5033,100000,BSHC.VAV.254,,,,
vav.254,Air Distribution,VAV Box,BSHC.VAV.254:CAL AIR,,,LDO,""" """,,,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,4,4194303,BSHC.VAV.254:CAL AIR,1770150,Static,10.27.72.11,47808,1,BACD:50,17701,LDO,NO,5033,100000,BSHC.VAV.254,,,,
vav.254,Air Distribution,VAV Box,BSHC.VAV.254:CHK OUT,,,LDO,""" """,,,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,4,4194303,BSHC.VAV.254:CHK OUT,1770150,Static,10.27.72.11,47808,1,BACD:50,17701,LDO,NO,5033,100000,BSHC.VAV.254,,,,
vav.254,Air Distribution,VAV Box,BSHC.VAV.254:CHK STATUS,,,LAO,""" """,1,0,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,1,4194303,BSHC.VAV.254:CHK STATUS,1770150,Static,10.27.72.11,47808,1,BACD:50,17701,LAO,NO,5033,100000,BSHC.VAV.254,,,,
vav.254,Air Distribution,VAV Box,BSHC.VAV.254:CLG MAX,,,LAO,ft3/m,1,0,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,1,4194303,BSHC.VAV.254:CLG MAX,1770150,Static,10.27.72.11,47808,1,BACD:50,17701,LAO,NO,5033,100000,BSHC.VAV.254,,,,
vav.254,Air Distribution,VAV Box,BSHC.VAV.254:CLG MIN,,,LAO,ft3/m,1,0,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,1,4194303,BSHC.VAV.254:CLG MIN,1770150,Static,10.27.72.11,47808,1,BACD:50,17701,LAO,NO,5033,100000,BSHC.VAV.254,,,,
vav.254,Air Distribution,VAV Box,BSHC.VAV.254:CLG LOOPOUT,,,LAO,PCT,1,0,,,,,,,,,,,,,,,,,,,,,,,,,BACnet,GATEWAY,17701,BSHCAHU01PXCM,1,4194303,BSHC.VAV.254:CLG LOOPOUT,1770150,Static,10.27.72.11,47808,1,BACD:50,17701,LAO,NO,5033,100000,BSHC.VAV.254,,,,
